yukon_gold,1.0000000000
wild_boar,1.0000000000
white_fish,1.0000000000
whipped_cream,1.0000000000
vor_allem,1.0000000000
vitello_tonnato,1.0000000000
veal_parm,1.0000000000
united_states,1.0000000000
truffle_oil,1.0000000000
tomato_sauce,1.0000000000
tiger_shrimp,1.0000000000
thirty_minutes,1.0000000000
sweet_potato,1.0000000000
sunday_brunch,1.0000000000
sticky_toffee_pudding,1.0000000000
sticky_toffee,1.0000000000
squirrel_hill,1.0000000000
soft_serve,1.0000000000
smoked_salmon,1.0000000000
sienna_mercato,1.0000000000
shrimp_scampi,1.0000000000
short_ribs,1.0000000000
short_rib,1.0000000000
self_service,1.0000000000
salted_caramel,1.0000000000
root_beer,1.0000000000
prime_rib,1.0000000000
powdered_sugar,1.0000000000
postino_central,1.0000000000
porta_alba,1.0000000000
pork_chop,1.0000000000
pork_belly,1.0000000000
pizza_toppings,1.0000000000
pizza_hut,1.0000000000
pinot_noir,1.0000000000
pinot_grigio,1.0000000000
piano_player,1.0000000000
peter_piper,1.0000000000
personal_size,1.0000000000
pepper_jack,1.0000000000
peking_duck,1.0000000000
pad_thai,1.0000000000
pablo_picasso,1.0000000000
outdoor_patio,1.0000000000
osso_buco,1.0000000000
onion_rings,1.0000000000
olive_garden,1.0000000000
mozzarella_sticks,1.0000000000
monte_carlo,1.0000000000
meine_frau,1.0000000000
mashed_potatoes,1.0000000000
mario_batali,1.0000000000
marinara_sauce,1.0000000000
maple_syrup,1.0000000000
mandalay_bay,1.0000000000
main_course,1.0000000000
low_price,1.0000000000
los_angeles,1.0000000000
liquor_license,1.0000000000
lake_mead,1.0000000000
jamie_oliver,1.0000000000
individual_size,1.0000000000
iced_tea,1.0000000000
iceberg_lettuce,1.0000000000
ice_cream,1.0000000000
humble_pie,1.0000000000
huevos_rancheros,1.0000000000
guy_fieri,1.0000000000
grey_goose,1.0000000000
gordon_ramsey,1.0000000000
gordon_ramsay,1.0000000000
goat_cheese,1.0000000000
french_fries,1.0000000000
frank_sinatra,1.0000000000
fra_diavolo,1.0000000000
forum_shops,1.0000000000
food_court,1.0000000000
foie_gras,1.0000000000
filet_mignon,1.0000000000
fig_tree,1.0000000000
fettuccine_alfredo,1.0000000000
false_advertising,1.0000000000
enoteca_san_marco,1.0000000000
english_muffin,1.0000000000
eggs_benedict,1.0000000000
eggplant_parmesan,1.0000000000
egg_roll,1.0000000000
dress_code,1.0000000000
dover_sole,1.0000000000
diners_drive_ins_and_dives,1.0000000000
della_casa,1.0000000000
date_night,1.0000000000
das_essen,1.0000000000
crme_brle,1.0000000000
creme_brulee,1.0000000000
creme_brle,1.0000000000
credit_card,1.0000000000
cotton_candy,1.0000000000
cornish_hen,1.0000000000
comfort_food,1.0000000000
clam_chowder,1.0000000000
chocolate_mousse,1.0000000000
chocolate_chip,1.0000000000
chocolate_cake,1.0000000000
cherry_blossom,1.0000000000
cave_creek,1.0000000000
call_center,1.0000000000
caffe_boa,1.0000000000
butternut_squash,1.0000000000
brussels_sprouts,1.0000000000
brussel_sprouts,1.0000000000
broccoli_rabe,1.0000000000
bread_pudding,1.0000000000
bone_marrow,1.0000000000
bolognese_sauce,1.0000000000
blue_cheese,1.0000000000
beautifully_cooked,1.0000000000
bananas_foster,1.0000000000
arctic_char,1.0000000000
ahi_tuna,1.0000000000
wolfgang_puck,0.9997835498
wi_fi,0.9997835498
white_tablecloth,0.9997835498
web_site,0.9997835498
tourist_trap,0.9997835498
super_garlicky,0.9997835498
super_crowded,0.9997835498
super_clean,0.9997835498
super_cheesy,0.9997835498
strip_mall,0.9997835498
small_portioned,0.9997835498
slow_roasted,0.9997835498
sea_bass,0.9997835498
richmond_hill,0.9997835498
reviews_online,0.9997835498
reasonable_price_point,0.9997835498
prix_fixe,0.9997835498
pizzeria_bianco,0.9997835498
pine_nuts,0.9997835498
pet_peeve,0.9997835498
parmigiano_reggiano,0.9997835498
osso_bucco,0.9997835498
opening_night,0.9997835498
open_face,0.9997835498
lucky_kitchen,0.9997835498
locally_sourced,0.9997835498
las_vegas,0.9997835498
home_style,0.9997835498
high_priced,0.9997835498
hash_browns,0.9997835498
ground_beef,0.9997835498
google_maps,0.9997835498
freshly_squeezed,0.9997835498
foot_long,0.9997835498
flip_flops,0.9997835498
fired_pie,0.9997835498
family_owned,0.9997835498
family_operated,0.9997835498
east_coast,0.9997835498
dining_hall,0.9997835498
dimly_lit,0.9997835498
di_mare,0.9997835498
deli_style,0.9997835498
cream_based,0.9997835498
coca_cola,0.9997835498
cigarette_smoke,0.9997835498
celebrity_chef,0.9997835498
cast_iron,0.9997835498
business_casual,0.9997835498
buca_di_beppo,0.9997835498
brown_sugar,0.9997835498
brick_oven,0.9997835498
bow_tie,0.9997835498
bite_size,0.9997835498
big_screen_tv,0.9997835498
beaten_path,0.9997835498
au_gratin,0.9997835498
amuse_bouche,0.9997835498
wine_tasting,0.9997482014
pizza_margherita,0.9997482014
italian_wine,0.9997482014
food_truck,0.9997482014
food_critic,0.9997482014
cold_pizza,0.9997482014
chicago_style_deep_dish_pizza,0.9997482014
toffee_pudding,0.9997350993
sun_prairie,0.9997350993
pizza_box,0.9997350993
orange_roughy,0.9997350993
italian_beef,0.9997350993
bbq_pizza,0.9997350993
authentic_italian,0.9997350993
veggie_burger,0.9997318008
stir_fried,0.9997318008
sous_chef,0.9997318008
pea_soup,0.9997318008
medium_rare,0.9997318008
key_lime,0.9997318008
gluten_free,0.9997318008
extra_crispy,0.9997318008
deep_dish,0.9997318008
potato_pizza,0.9995495495
dominos_pizza,0.9995495495
chocolate_cookie,0.9995495495
chicken_stock,0.9995495495
small_town,0.9995317512
macaroni_cheese,0.9995317512
italian_ristorante,0.9995317512
family_friendly,0.9995317512
thinly_sliced,0.9995153505
squid_ink,0.9995153505
mahi_mahi,0.9995153505
lactose_intolerant,0.9995153505
kitchen_sink,0.9995153505
deep_fried,0.9995153505
buffet_style,0.9995153505
brooklyn_style,0.9995153505
ala_carte,0.9995153505
wine_snob,0.9994923858
kit_kat,0.9994871795
grub_hub,0.9994871795
dean_martin,0.9994871795
carne_asada,0.9994871795
buon_gusto,0.9994871795
bottomless_mimosas,0.9994871795
bada_bing,0.9994871795
arnold_palmer,0.9994871795
ai_funghi,0.9994871795
service_oriented,0.9994800022
open_mic,0.9992759356
college_town,0.9992759356
puff_pastry,0.9992222788
writing_reviews,0.9992083333
wood_tables,0.9992083333
white_wines,0.9992083333
wedding_soup,0.9992083333
waitress_apologized,0.9992083333
waiting_forever,0.9992083333
wait_til,0.9992083333
upscale_restaurants,0.9992083333
tiny_portions,0.9992083333
super_moist,0.9992083333
super_cheap,0.9992083333
super_accommodating,0.9992083333
steamed_mussels,0.9992083333
started_playing,0.9992083333
spicy_peppers,0.9992083333
spaghetti_marinara,0.9992083333
south_park,0.9992083333
smoking_hot,0.9992083333
small_parties,0.9992083333
small_bites,0.9992083333
shredded_chicken,0.9992083333
sehr_lecker,0.9992083333
sehr_gut,0.9992083333
seared_tuna,0.9992083333
saturday_brunch,0.9992083333
sampler_appetizer,0.9992083333
round_tables,0.9992083333
romantic_spot,0.9992083333
roast_beef,0.9992083333
rice_balls,0.9992083333
red_snapper,0.9992083333
pretty_lame,0.9992083333
pork_tenderloin,0.9992083333
pink_sauce,0.9992083333
perfectly_chewy,0.9992083333
outdoor_tables,0.9992083333
multiple_tables,0.9992083333
monday_night_football,0.9992083333
monday_night,0.9992083333
minestrone_soup,0.9992083333
meat_ragu,0.9992083333
main_courses,0.9992083333
long_hair,0.9992083333
large_servings,0.9992083333
ladies_night,0.9992083333
knowledgeable_staff,0.9992083333
initial_visit,0.9992083333
hot_subs,0.9992083333
hot_mess,0.9992083333
homey_atmosphere,0.9992083333
hearty_portions,0.9992083333
halibut_special,0.9992083333
grilled_octopus,0.9992083333
green_beans,0.9992083333
glendale_location,0.9992083333
glass_case,0.9992083333
friendly_greeting,0.9992083333
fried_potatoes,0.9992083333
fried_eggs,0.9992083333
fried_cauliflower,0.9992083333
filled_ravioli,0.9992083333
fairly_fast,0.9992083333
extremely_tender,0.9992083333
extremely_rich,0.9992083333
extremely_excited,0.9992083333
executive_chef,0.9992083333
exceptionally_friendly,0.9992083333
eggplant_parmigiana,0.9992083333
eggplant_parm,0.9992083333
driving_home,0.9992083333
draft_selection,0.9992083333
damn_thing,0.9992083333
cream_soda,0.9992083333
close_early,0.9992083333
charred_octopus,0.9992083333
bud_light,0.9992083333
black_tea,0.9992083333
bit_overdone,0.9992083333
bell_peppers,0.9992083333
beet_salad,0.9992083333
beer_garden,0.9992083333
beef_carpaccio,0.9992083333
barely_ate,0.9992083333
antipasto_appetizer,0.9992083333
absolutely_superb,0.9992083333
absolutely_spectacular,0.9992083333
absolutely_hate,0.9992083333
spinach_pizza,0.9990322581
assembly_line,0.9989898990
italian_flag,0.9989723880
outdoor_seating,0.9989705882
lobster_bisque,0.9989705882
peanut_sauce,0.9989565348
parmigiano_cheese,0.9989565348
nice_touches,0.9989565348
italian_village,0.9989565348
gf_pizza,0.9989507856
working_hard,0.9989434327
wir_waren,0.9989434327
wenn_es,0.9989434327
wedding_cake,0.9989434327
war_ich,0.9989434327
von_einer,0.9989434327
von_einem,0.9989434327
unlimited_toppings,0.9989434327
tomato_slices,0.9989434327
tiny_portion,0.9989434327
tasted_homemade,0.9989434327
sweet_tea,0.9989434327
super_greasy,0.9989434327
stuffed_mushroom,0.9989434327
strip_district,0.9989434327
stopped_eating,0.9989434327
soda_fountain,0.9989434327
roma_deli,0.9989434327
roasted_tomato,0.9989434327
roasted_mushrooms,0.9989434327
red_lobster,0.9989434327
reasonable_priced,0.9989434327
rave_reviews,0.9989434327
ranch_dressing,0.9989434327
queen_margherita,0.9989434327
pretty_loud,0.9989434327
pretty_disappointing,0.9989434327
pretty_crowded,0.9989434327
poor_experience,0.9989434327
perfectly_crisp,0.9989434327
patio_dining,0.9989434327
ny_steak,0.9989434327
nach_einer,0.9989434327
mixed_drink,0.9989434327
mit_dem,0.9989434327
minute_wait,0.9989434327
meet_friends,0.9989434327
long_drive,0.9989434327
king_st,0.9989434327
kann_man,0.9989434327
kalamata_olives,0.9989434327
iron_chef,0.9989434327
grilled_eggplant,0.9989434327
gerne_wieder,0.9989434327
french_bread,0.9989434327
extremely_greasy,0.9989434327
extremely_flavorful,0.9989434327
extremely_bland,0.9989434327
extra_money,0.9989434327
eine_kleine,0.9989434327
drive_home,0.9989434327
dans_le,0.9989434327
christmas_dinner,0.9989434327
central_location,0.9989434327
boom_dip,0.9989434327
bei_dem,0.9989434327
baseball_game,0.9989434327
arcade_games,0.9989434327
mile_end,0.9988888889
chocolate_caramel,0.9988888889
pan_style,0.9987737361
salsa_bar,0.9987578829
roasted_duck,0.9987578829
power_lunch,0.9987578829
piano_bar,0.9987578829
jerk_chicken,0.9987578829
ground_veal,0.9987578829
das_ich,0.9987578829
chopped_tomato,0.9987578829
bar_tab,0.9987578829
strip_malls,0.9987541380
stained_glass,0.9987541380
sea_salt,0.9987541380
left_overs,0.9987541380
high_roller,0.9987541380
big_mac,0.9987080721
upscale_dining,0.9987007191
pasta_china,0.9987007191
fried_onions,0.9987007191
vegan_cheese,0.9986916341
smoked_chicken,0.9986916341
pretty_reasonable,0.9986916341
pretty_quick,0.9986916341
pretty_fast,0.9986916341
pretty_expensive,0.9986916341
potato_salad,0.9986916341
marsala_wine,0.9986916341
buffalo_sauce,0.9986916341
garlic_knot,0.9986842105
san_marzano,0.9986805556
san_francisco,0.9986805556
san_diego,0.9986805556
papa_johns,0.9986805556
portion_control,0.9986724387
italian_american,0.9986363636
printed_menu,0.9985060843
tres_leches,0.9984940164
stainless_steel,0.9984940164
demi_glace,0.9984940164
creme_brule,0.9984677603
corkage_fee,0.9984641053
southern_highlands,0.9984615385
celiac_disease,0.9984615385
wood_fired,0.9984199134
fast_casual,0.9984199134
kitchen_nightmares,0.9984156549
home_grown,0.9983812747
big_ass,0.9983812747
video_poker,0.9983500000
sesame_seeds,0.9983500000
nichts_besonderes,0.9983500000
graham_cracker,0.9983500000
chick_peas,0.9983500000
accordion_player,0.9982450882
das_carpaccio,0.9982023273
shredded_beef,0.9981864543
stir_fry,0.9981335498
tasted_canned,0.9980972222
table_settings,0.9980972222
small_servings,0.9980972222
rye_bread,0.9980972222
pretty_weak,0.9980972222
pretty_generic,0.9980972222
politely_told,0.9980972222
outrageous_prices,0.9980972222
open_table_reservation,0.9980972222
continue_eating,0.9980972222
cheese_boards,0.9980972222
bit_messy,0.9980972222
ahi_sandwich,0.9980972222
zum_mitnehmen,0.9980850993
sea_bream,0.9980850993
je_suis,0.9980850993
freundliche_bedienung,0.9980850993
fois_gras,0.9980850993
poorly_cooked,0.9980335498
